battery_id,cycle,voltage_measured,current_measured,temperature_measured,voltage_charge,current_charge,capacity,internal_resistance,ambient_temperature,soh,rul
B0005,275,3.6339,-2.0019,25.35,4.1829,1.5777,1.5076,0.03723,21.6,81.05,163
B0005,276,3.6273,-2.0263,25.95,4.1867,1.5427,1.5144,0.03718,20.93,81.42,162
B0005,277,3.6382,-1.9978,26.27,4.1736,1.5207,1.5116,0.03585,22.42,81.27,161
B0005,278,3.64,-1.9453,22.92,4.1944,1.5232,1.5059,0.03528,22.2,80.96,160
B0005,279,3.6439,-2.1181,26.75,4.155,1.5022,1.5084,0.0358,22.5,81.1,159
B0005,280,3.629,-1.8886,24.55,4.1691,1.5279,1.5046,0.03666,22.38,80.89,158
B0005,281,3.6124,-1.9285,24.24,4.1611,1.3735,1.5061,0.03707,22.73,80.97,157
B0005,282,3.6183,-1.9282,23.39,4.1438,1.4852,1.5079,0.0344,23.71,81.07,156
B0005,283,3.6392,-1.9562,23.18,4.1705,1.5121,1.5117,0.03662,22.87,81.28,155
B0005,284,3.5985,-1.998,23.78,4.1698,1.4424,1.4947,0.03684,21.29,80.36,154
B0005,285,3.6219,-1.9327,24.7,4.1942,1.5193,1.5122,0.03645,23.74,81.3,153
B0005,286,3.6063,-1.9408,28.64,4.1809,1.4898,1.4882,0.03807,24.06,80.01,152
B0005,287,3.6145,-2.0354,24.87,4.1559,1.5878,1.497,0.03726,25.61,80.48,151
B0005,288,3.6392,-2.0574,25.87,4.199,1.5787,1.4998,0.0382,21.38,80.63,150
B0005,289,3.6171,-1.9898,26.15,4.1894,1.4767,1.4968,0.03673,22.79,80.47,149
B0005,290,3.6139,-1.8451,25.68,4.1797,1.4925,1.4905,0.03793,20.5,80.13,148
B0005,291,3.5855,-2.1239,25.31,4.1675,1.4963,1.4915,0.03868,23.18,80.19,147
B0005,292,3.6273,-2.1468,23.58,4.1564,1.4774,1.4887,0.03841,22.12,80.04,146
B0005,293,3.625,-1.9835,27.49,4.1651,1.5098,1.4869,0.03606,24.63,79.94,145
B0005,294,3.6551,-1.9949,27.97,4.1869,1.4621,1.4936,0.03695,21.97,80.3,144
B0005,295,3.6053,-1.9827,22.67,4.1988,1.4435,1.4896,0.03691,21.1,80.09,143
B0005,296,3.6156,-1.9756,23.6,4.1935,1.5311,1.4825,0.0378,22.36,79.7,142
B0005,297,3.6159,-2.0223,24.66,4.163,1.5315,1.4901,0.03805,20.9,80.11,141
B0005,298,3.6421,-1.851,23.57,4.1534,1.4598,1.4855,0.03658,23.67,79.87,140
B0005,299,3.6084,-2.1601,25.72,4.1722,1.5448,1.487,0.03753,20.89,79.95,139
B0005,300,3.6156,-2.0828,23.81,4.1435,1.4684,1.4847,0.0355,23.03,79.82,138
B0005,301,3.6219,-2.0103,28.09,4.1747,1.5127,1.4753,0.03901,20.96,79.32,137
B0005,302,3.6131,-2.1643,26.57,4.1676,1.541,1.4755,0.03711,22.76,79.33,136
B0005,303,3.6002,-2.0176,25.04,4.1627,1.4983,1.4816,0.03773,24.77,79.65,135
B0005,304,3.6127,-1.8339,26.2,4.1457,1.5227,1.4795,0.03742,23.53,79.54,134
B0005,305,3.63,-1.9979,26.26,4.1772,1.4742,1.4747,0.03893,22.35,79.29,133
B0005,306,3.5877,-1.9769,23.7,4.1614,1.4902,1.4742,0.035,23.22,79.26,132
B0005,307,3.6106,-2.126,23.26,4.1518,1.4897,1.4794,0.03787,23.31,79.54,131
B0005,308,3.5936,-2.0616,24.54,4.1261,1.4627,1.4677,0.03783,23.81,78.91,130
B0005,309,3.6312,-2.0375,25.66,4.1687,1.4912,1.4728,0.03754,22.01,79.18,129
B0005,310,3.5765,-2.0318,24.52,4.1956,1.4226,1.4673,0.03977,24.01,78.89,128
B0005,311,3.5955,-1.8718,21.89,4.1938,1.4754,1.466,0.03721,20.75,78.82,127
B0005,312,3.6139,-1.9442,23.0,4.1619,1.4858,1.4721,0.03892,22.87,79.14,126
B0005,313,3.6374,-2.1111,24.03,4.1597,1.4872,1.4693,0.03856,23.05,78.99,125
B0005,314,3.6045,-1.9753,23.98,4.1756,1.4879,1.4679,0.03952,24.21,78.92,124
B0005,315,3.5944,-1.9502,27.0,4.1535,1.4969,1.4694,0.03764,23.64,79.0,123
B0005,316,3.6428,-1.886,21.91,4.1729,1.524,1.4609,0.03763,22.25,78.54,122
B0005,317,3.5759,-1.8419,24.69,4.1798,1.5437,1.4633,0.03951,22.71,78.67,121
B0005,318,3.5606,-2.1015,26.12,4.1866,1.4675,1.4565,0.03889,23.93,78.31,120
B0005,319,3.6131,-2.0811,27.24,4.1666,1.4398,1.4588,0.03697,23.7,78.43,119
B0005,320,3.594,-2.1258,23.18,4.1649,1.4479,1.455,0.03803,23.23,78.23,118
B0005,321,3.5833,-2.0234,24.47,4.1547,1.4756,1.455,0.03901,23.37,78.22,117
B0005,322,3.6176,-1.9534,24.55,4.1554,1.4824,1.4565,0.03952,24.59,78.31,116
B0005,323,3.608,-1.9013,23.94,4.1643,1.4615,1.4473,0.03805,23.41,77.81,115
B0005,324,3.5915,-2.0076,23.45,4.1731,1.4352,1.4623,0.03587,23.88,78.62,114
B0005,325,3.5769,-2.032,24.21,4.1812,1.4772,1.4437,0.03936,26.17,77.62,113
B0005,326,3.6196,-1.9848,19.72,4.1554,1.5091,1.4413,0.03767,22.61,77.49,112
B0005,327,3.6149,-2.0835,24.5,4.1897,1.5298,1.4532,0.03692,22.22,78.13,111
B0005,328,3.5996,-1.791,23.63,4.1631,1.4721,1.4499,0.03616,24.89,77.95,110
B0005,329,3.6382,-2.1608,23.07,4.1668,1.4794,1.4477,0.03986,23.46,77.83,109
B0005,330,3.5796,-1.9815,26.44,4.1558,1.4537,1.4465,0.03923,23.86,77.77,108
B0005,331,3.5702,-1.7976,22.33,4.1305,1.4984,1.4416,0.03893,23.43,77.51,107
B0005,332,3.5866,-1.9993,22.7,4.1801,1.4576,1.4354,0.04059,23.98,77.17,106
B0005,333,3.5992,-2.019,26.26,4.1778,1.5287,1.4395,0.03989,25.87,77.39,105
B0005,334,3.6047,-2.0357,22.0,4.1624,1.4107,1.4341,0.04093,25.11,77.1,104
B0005,335,3.5947,-2.018,22.4,4.1675,1.482,1.442,0.03797,25.2,77.53,103
B0005,336,3.6062,-1.8627,22.98,4.1741,1.5151,1.4345,0.03938,22.95,77.12,102
B0005,337,3.5739,-2.2212,24.44,4.1429,1.5092,1.4294,0.03785,23.25,76.85,101
B0005,338,3.6275,-1.8467,23.47,4.1583,1.6347,1.4309,0.03929,21.59,76.93,100
B0005,339,3.5967,-2.1424,21.2,4.178,1.5175,1.4338,0.03933,23.65,77.08,99
B0005,340,3.6203,-2.0267,22.32,4.1472,1.4498,1.427,0.04025,25.44,76.72,98
B0005,341,3.6046,-2.0429,22.19,4.1703,1.4952,1.4243,0.03973,25.03,76.58,97
B0005,342,3.6065,-1.9411,22.97,4.1455,1.4112,1.429,0.04036,24.32,76.83,96
B0005,343,3.6085,-2.1598,23.72,4.1727,1.496,1.4277,0.04049,24.55,76.76,95
B0005,344,3.6058,-1.9538,23.69,4.1651,1.4583,1.4222,0.04199,23.9,76.46,94
B0005,345,3.6094,-1.7976,20.4,4.1413,1.5458,1.4212,0.03958,24.82,76.41,93
B0005,346,3.6228,-2.1363,24.65,4.1829,1.4725,1.4238,0.039,25.41,76.55,92
B0005,347,3.5998,-1.981,23.43,4.1543,1.4942,1.4132,0.04024,23.05,75.98,91
B0005,348,3.6098,-2.0662,25.12,4.153,1.4682,1.4121,0.03925,24.99,75.92,90
B0005,349,3.5935,-1.9574,23.71,4.1681,1.5869,1.4147,0.04158,25.64,76.06,89
B0005,350,3.6238,-1.9981,24.7,4.1822,1.4839,1.4162,0.03987,24.32,76.14,88
B0005,351,3.5812,-2.0641,23.75,4.1497,1.5916,1.4179,0.03964,25.45,76.23,87
B0005,352,3.6304,-1.9512,25.08,4.1657,1.5407,1.4231,0.03979,27.59,76.51,86
B0005,353,3.5933,-1.8196,23.85,4.1711,1.5241,1.4184,0.04103,24.69,76.26,85
B0005,354,3.5652,-2.0191,22.93,4.175,1.5184,1.4114,0.04021,25.2,75.88,84
B0005,355,3.5961,-1.928,26.5,4.1671,1.5197,1.4109,0.03978,24.09,75.86,83
B0005,356,3.5796,-2.1293,24.44,4.1589,1.4036,1.4042,0.04214,25.02,75.49,82
B0005,357,3.6097,-2.0956,23.98,4.1519,1.4861,1.4084,0.03967,25.32,75.72,81
B0005,358,3.5795,-1.9528,21.22,4.1655,1.5423,1.4056,0.04061,25.07,75.57,80
B0005,359,3.5834,-1.8516,21.22,4.148,1.4976,1.4077,0.04128,23.87,75.68,79
B0005,360,3.5542,-1.9644,23.62,4.1202,1.4297,1.4,0.03905,25.11,75.27,78
B0005,361,3.5827,-2.0313,23.42,4.1704,1.4974,1.4063,0.04122,26.38,75.61,77
B0005,362,3.5429,-2.0001,22.31,4.1774,1.5852,1.4106,0.03973,25.37,75.84,76
B0005,363,3.5594,-2.125,23.46,4.1283,1.5623,1.4002,0.04166,25.9,75.28,75
B0005,364,3.606,-1.9395,25.67,4.1485,1.4969,1.4018,0.03993,24.71,75.36,74
B0005,365,3.6062,-1.9118,24.36,4.1728,1.5476,1.4021,0.04164,25.71,75.38,73
B0005,366,3.5987,-2.0452,21.63,4.1943,1.4817,1.3947,0.04211,25.24,74.99,72
B0005,367,3.5706,-2.047,23.21,4.1636,1.4148,1.3969,0.04191,24.02,75.1,71
B0005,368,3.5886,-1.9734,22.21,4.1523,1.4538,1.3945,0.04136,25.3,74.97,70
B0005,369,3.5892,-2.0437,22.87,4.1604,1.5781,1.3937,0.04093,23.99,74.93,69
B0005,370,3.5658,-2.0066,22.87,4.1836,1.4863,1.3875,0.04064,24.36,74.6,68
B0005,371,3.6188,-1.79,22.82,4.1532,1.4878,1.3907,0.04274,25.18,74.77,67
B0005,372,3.6059,-2.0247,21.69,4.1508,1.485,1.3921,0.04062,25.29,74.84,66
B0005,373,3.5837,-2.0358,23.43,4.1555,1.5952,1.3961,0.04033,23.81,75.06,65
B0005,374,3.5883,-2.0648,22.82,4.1483,1.5813,1.3921,0.04209,26.05,74.84,64
B0005,375,3.5917,-1.9256,19.32,4.1643,1.6109,1.3975,0.04068,25.57,75.13,63
B0005,376,3.5464,-2.0181,26.84,4.1868,1.492,1.3799,0.04058,24.29,74.19,62
B0005,377,3.582,-2.0649,25.44,4.1671,1.5148,1.3878,0.04014,23.46,74.61,61
B0005,378,3.573,-1.8679,23.29,4.1584,1.4242,1.3826,0.04115,24.85,74.34,60
B0005,379,3.5663,-1.858,23.94,4.1577,1.5738,1.3926,0.04161,24.55,74.87,59
B0005,380,3.5804,-2.06,22.21,4.1386,1.4416,1.3746,0.04198,25.1,73.9,58
B0005,381,3.6217,-2.1867,26.56,4.1751,1.5108,1.3731,0.04274,24.62,73.82,57
B0005,382,3.5982,-1.8992,26.92,4.1606,1.4451,1.3732,0.04237,22.97,73.83,56
B0005,383,3.5737,-2.0685,24.37,4.159,1.4706,1.3634,0.04171,24.58,73.3,55
B0005,384,3.5963,-1.9209,25.72,4.2095,1.4581,1.371,0.04175,24.66,73.71,54
B0005,385,3.6125,-2.197,24.51,4.166,1.4696,1.3684,0.04252,25.59,73.57,53
B0005,386,3.6027,-1.9107,22.3,4.1501,1.473,1.3722,0.04333,24.25,73.78,52
B0005,387,3.5851,-2.1211,23.75,4.1549,1.4726,1.372,0.04224,26.62,73.76,51
B0005,388,3.5707,-1.9269,24.63,4.1784,1.5417,1.3793,0.0417,23.01,74.16,50
B0005,389,3.5973,-1.9986,23.81,4.1628,1.4448,1.3729,0.04122,26.23,73.81,49
B0005,390,3.5909,-2.0954,24.22,4.1394,1.511,1.3631,0.04082,24.68,73.28,48
B0005,391,3.6006,-2.0407,24.48,4.1747,1.5609,1.36,0.04299,25.75,73.12,47
B0005,392,3.5951,-1.9314,24.56,4.1508,1.4743,1.3665,0.04295,24.95,73.47,46
B0005,393,3.6031,-1.9894,24.82,4.1888,1.4641,1.3551,0.04301,26.0,72.85,45
B0005,394,3.5711,-1.9416,23.22,4.1768,1.4885,1.3714,0.04235,24.46,73.73,44
B0005,395,3.6078,-1.8024,23.8,4.1538,1.559,1.3665,0.04394,23.73,73.47,43
B0005,396,3.5852,-2.1564,23.01,4.1796,1.5097,1.356,0.0421,26.23,72.9,42
B0005,397,3.6224,-1.8383,26.47,4.1613,1.4734,1.3478,0.0436,24.68,72.46,41
B0005,398,3.5668,-1.9896,21.91,4.173,1.5242,1.3636,0.04266,24.99,73.31,40
B0005,399,3.615,-2.0899,26.86,4.1674,1.4449,1.3541,0.04214,25.99,72.8,39
B0005,400,3.584,-2.133,27.28,4.1473,1.5341,1.3604,0.04339,23.7,73.14,38
B0005,401,3.5667,-2.0189,24.81,4.1502,1.5204,1.3433,0.04326,25.31,72.22,37
B0005,402,3.5697,-1.9078,21.43,4.1752,1.4846,1.3476,0.04326,24.1,72.45,36
B0005,403,3.5727,-2.0128,24.86,4.1547,1.4581,1.3497,0.04304,24.53,72.56,35
B0005,404,3.5873,-1.8489,25.37,4.1535,1.4557,1.3486,0.04297,24.71,72.51,34
B0005,405,3.589,-2.1451,24.01,4.1452,1.5267,1.3446,0.04545,23.12,72.29,33
B0005,406,3.5667,-2.0012,24.82,4.1658,1.5614,1.3493,0.0443,23.81,72.54,32
B0005,407,3.5774,-2.1252,27.95,4.1902,1.4681,1.3386,0.04389,25.92,71.97,31
B0005,408,3.6204,-1.9636,26.72,4.1432,1.5229,1.3425,0.04334,25.43,72.17,30
B0005,409,3.6119,-1.9113,24.4,4.1595,1.3956,1.3426,0.04428,24.45,72.18,29
B0005,410,3.5857,-2.0421,23.45,4.1802,1.4708,1.3436,0.04385,24.73,72.23,28
B0005,411,3.5775,-2.2604,25.42,4.1577,1.4984,1.3434,0.04341,24.16,72.22,27
B0005,412,3.5788,-1.9801,25.65,4.1656,1.4545,1.3319,0.04313,25.79,71.6,26
B0005,413,3.5884,-1.9563,26.78,4.1428,1.4532,1.3283,0.04341,24.2,71.41,25
B0005,414,3.5553,-1.9596,25.29,4.165,1.4666,1.3427,0.04037,24.6,72.19,24
B0005,415,3.5704,-1.8764,26.92,4.1557,1.5146,1.3361,0.04381,25.48,71.84,23
B0005,416,3.5418,-2.1071,29.11,4.1732,1.4906,1.3288,0.04316,23.53,71.44,22
B0005,417,3.5829,-1.932,27.49,4.1761,1.3881,1.3404,0.04529,25.83,72.06,21
B0005,418,3.5875,-1.8807,26.25,4.197,1.394,1.3311,0.04377,22.71,71.56,20
B0005,419,3.5646,-2.1779,26.11,4.1668,1.4697,1.3357,0.04262,25.84,71.81,19
B0005,420,3.6055,-1.968,25.9,4.1629,1.5229,1.3283,0.04381,23.8,71.41,18
B0005,421,3.5492,-2.0504,28.26,4.1608,1.3626,1.3381,0.04287,23.9,71.94,17
B0005,422,3.5441,-2.0082,25.6,4.1525,1.475,1.3351,0.04444,22.22,71.78,16
B0005,423,3.5776,-1.9652,26.66,4.1628,1.4737,1.3227,0.04431,23.62,71.11,15
B0005,424,3.5937,-2.0487,26.72,4.1532,1.5694,1.3282,0.04503,23.0,71.41,14
B0005,425,3.6062,-2.0676,25.94,4.16,1.4807,1.3251,0.04334,23.39,71.24,13
B0005,426,3.563,-1.9966,24.68,4.1772,1.5191,1.3278,0.04421,23.83,71.39,12
B0005,427,3.5935,-2.1087,27.27,4.1422,1.5071,1.3135,0.04287,24.88,70.62,11
B0005,428,3.5708,-2.1086,26.73,4.1743,1.3935,1.3215,0.04499,24.1,71.05,10
B0005,429,3.5678,-1.9321,27.62,4.1769,1.5384,1.3223,0.04486,24.16,71.09,9
B0005,430,3.5887,-2.1149,26.11,4.1552,1.5108,1.3053,0.04489,22.72,70.18,8
B0005,431,3.5837,-1.9334,28.78,4.1251,1.5254,1.3072,0.04445,22.89,70.28,7
B0005,432,3.5389,-1.9537,25.67,4.1477,1.6963,1.3011,0.04491,25.53,69.95,6
B0005,433,3.5996,-2.1726,29.59,4.1762,1.3958,1.3097,0.04616,22.96,70.42,5
B0005,434,3.5974,-2.0678,24.43,4.1563,1.5862,1.314,0.04432,25.31,70.64,4
B0005,435,3.557,-1.8806,27.74,4.1415,1.4856,1.3171,0.0448,23.37,70.81,3
B0005,436,3.5771,-2.0981,27.83,4.1488,1.5144,1.3078,0.04362,23.58,70.31,2
B0005,437,3.5788,-2.0464,25.95,4.1689,1.4977,1.3152,0.0439,24.61,70.71,1
B0005,438,3.5738,-1.9538,27.81,4.1644,1.4788,1.2971,0.04491,24.77,69.74,0
B0005,439,3.5573,-1.9217,29.12,4.1525,1.4715,1.294,0.04597,23.35,69.57,0
B0005,440,3.5546,-2.0252,23.9,4.1505,1.5165,1.302,0.04467,23.03,70.0,0
B0005,441,3.5672,-2.0598,28.0,4.15,1.4241,1.3031,0.04474,23.32,70.06,0
B0005,442,3.5909,-1.8578,23.52,4.142,1.5375,1.2995,0.04462,23.67,69.87,0
B0005,443,3.578,-1.8261,25.83,4.1799,1.4792,1.2869,0.04455,24.18,69.19,0
B0005,444,3.5594,-1.9021,29.74,4.1508,1.4435,1.2966,0.04543,23.25,69.71,0
B0005,445,3.5819,-1.9915,26.44,4.1738,1.4775,1.2886,0.04369,23.83,69.28,0
B0005,446,3.5092,-2.0808,25.56,4.1782,1.5629,1.2983,0.04652,24.81,69.8,0
B0005,447,3.5889,-2.083,27.04,4.1703,1.4732,1.2953,0.04463,23.51,69.64,0
B0005,448,3.5308,-1.9477,30.44,4.1487,1.5179,1.2868,0.04607,23.4,69.18,0
B0005,449,3.5581,-1.9582,24.6,4.1612,1.4635,1.2879,0.04413,21.52,69.24,0
B0005,450,3.5426,-1.8598,25.77,4.1546,1.5379,1.2835,0.04612,20.37,69.01,0
B0005,451,3.5388,-1.935,29.6,4.1413,1.5343,1.2878,0.04618,23.35,69.24,0
B0005,452,3.5876,-2.1503,30.14,4.1597,1.5924,1.2922,0.04595,22.82,69.47,0
B0005,453,3.5547,-1.8948,27.19,4.137,1.4912,1.2801,0.04462,22.36,68.82,0
B0005,454,3.5707,-2.0998,25.49,4.1724,1.5334,1.2871,0.04592,23.08,69.2,0
B0005,455,3.5626,-2.0384,30.48,4.1475,1.5049,1.2801,0.04454,22.73,68.82,0
B0005,456,3.5727,-1.975,29.72,4.1574,1.5648,1.2773,0.04552,23.88,68.67,0
B0005,457,3.5644,-1.8004,28.34,4.1585,1.4641,1.2799,0.04686,22.79,68.81,0
B0005,458,3.5369,-1.689,26.09,4.1503,1.5373,1.2734,0.04668,21.92,68.46,0
B0005,459,3.5822,-1.9393,27.22,4.1629,1.4903,1.2748,0.04595,23.62,68.54,0
B0005,460,3.5521,-2.0183,27.04,4.1469,1.4968,1.27,0.04501,22.37,68.28,0
B0005,461,3.5306,-1.9465,27.76,4.167,1.5046,1.2863,0.04669,23.07,69.16,0
B0005,462,3.5528,-1.9112,29.42,4.1336,1.5126,1.2743,0.04611,22.03,68.51,0
B0005,463,3.5911,-2.0321,28.54,4.1556,1.4942,1.2689,0.04383,21.81,68.22,0
B0005,464,3.5778,-1.8205,25.59,4.1827,1.5107,1.2727,0.04698,22.51,68.43,0
B0005,465,3.5535,-1.977,29.24,4.1385,1.5789,1.2696,0.04623,22.39,68.26,0
B0005,466,3.5532,-1.9502,27.62,4.1432,1.5493,1.2677,0.04751,22.82,68.16,0
B0005,467,3.5535,-1.9334,28.15,4.161,1.5435,1.2711,0.04526,22.03,68.34,0
B0005,468,3.6011,-1.9578,29.29,4.1559,1.4772,1.2706,0.04324,20.43,68.31,0
B0005,469,3.5669,-1.9161,25.39,4.1584,1.4555,1.2621,0.04674,21.79,67.86,0
B0005,470,3.5676,-2.0617,26.97,4.1603,1.5478,1.2606,0.04681,22.98,67.77,0
B0005,471,3.5793,-2.0558,26.2,4.1624,1.5438,1.261,0.04488,21.85,67.8,0
B0005,472,3.5632,-2.11,24.61,4.1694,1.5736,1.2484,0.04565,21.86,67.12,0
B0005,473,3.5529,-1.956,27.44,4.1588,1.4698,1.2515,0.04943,23.06,67.29,0
B0005,474,3.5539,-1.9221,30.65,4.149,1.4885,1.2663,0.04643,21.32,68.08,0
B0005,475,3.5561,-1.9542,24.08,4.1626,1.418,1.2666,0.04752,20.46,68.1,0
B0005,476,3.5565,-1.8326,26.75,4.1809,1.4804,1.2547,0.04619,21.8,67.46,0
B0005,477,3.5715,-2.0006,27.71,4.1503,1.5498,1.2581,0.0448,21.44,67.64,0
B0005,478,3.5576,-1.9331,26.89,4.1376,1.4767,1.2553,0.04677,20.93,67.49,0
B0005,479,3.571,-2.1092,26.49,4.1687,1.532,1.2695,0.04673,21.68,68.25,0
B0005,480,3.5544,-2.0387,24.67,4.1502,1.4905,1.2572,0.04665,22.32,67.59,0
B0005,481,3.5573,-1.9304,26.92,4.1193,1.5162,1.2472,0.04719,21.78,67.06,0
B0005,482,3.5154,-1.9151,25.38,4.1645,1.4426,1.2395,0.04782,22.06,66.64,0
B0005,483,3.5734,-2.0294,23.18,4.1437,1.5043,1.2328,0.04766,23.54,66.28,0
B0005,484,3.5617,-2.0072,28.21,4.1502,1.3504,1.2397,0.0468,21.35,66.65,0
B0005,485,3.5745,-2.1518,27.8,4.1565,1.4907,1.2312,0.04881,21.94,66.19,0
B0005,486,3.4963,-2.0357,26.39,4.1543,1.4185,1.2243,0.04663,21.12,65.82,0
B0005,487,3.5957,-1.911,26.6,4.1619,1.5603,1.2255,0.04678,20.75,65.89,0
B0005,488,3.5508,-1.9425,27.81,4.1447,1.5389,1.2198,0.04982,20.99,65.58,0
B0005,489,3.5755,-1.9499,26.48,4.1588,1.5233,1.2321,0.04985,21.06,66.24,0
B0005,490,3.5322,-1.995,27.44,4.1471,1.5761,1.2243,0.04954,21.87,65.82,0
B0005,491,3.565,-1.9993,25.58,4.162,1.4526,1.2161,0.04845,23.84,65.38,0
B0005,492,3.5313,-2.066,27.94,4.16,1.5874,1.2212,0.0494,20.74,65.65,0
B0005,493,3.5396,-1.9301,26.4,4.1367,1.5466,1.2101,0.0501,21.02,65.06,0
B0005,494,3.5901,-1.9579,26.15,4.1669,1.4882,1.2016,0.04902,21.34,64.6,0
B0005,495,3.5477,-1.9508,23.89,4.1425,1.5568,1.2116,0.05013,21.78,65.14,0
B0005,496,3.5555,-2.0526,26.17,4.1625,1.4447,1.2028,0.05178,21.62,64.67,0
B0005,497,3.5683,-2.2153,24.43,4.1558,1.4588,1.1907,0.05281,22.62,64.02,0
B0005,498,3.5605,-1.8903,24.66,4.1778,1.4696,1.1921,0.05121,18.88,64.09,0
B0005,499,3.5533,-2.0479,24.34,4.1467,1.4736,1.185,0.05264,18.9,63.71,0
B0005,500,3.5573,-2.0863,23.9,4.1448,1.4472,1.1788,0.05023,20.77,63.38,0
B0005,501,3.5978,-1.9307,28.63,4.1496,1.5612,1.1884,0.05306,22.34,63.89,0
B0005,502,3.5482,-2.0392,27.38,4.1453,1.4871,1.1905,0.05185,19.66,64.01,0
B0005,503,3.5531,-1.894,28.2,4.1617,1.5176,1.1687,0.05321,18.2,62.83,0
B0005,504,3.5698,-1.9383,23.43,4.1254,1.4715,1.1763,0.05291,21.76,63.24,0
B0005,505,3.5706,-1.9316,25.31,4.1337,1.409,1.1661,0.05474,21.42,62.69,0
B0005,506,3.5719,-2.1366,23.2,4.1334,1.5135,1.1637,0.0528,20.07,62.56,0
B0005,507,3.5607,-1.8788,24.04,4.1636,1.4044,1.1597,0.05456,20.15,62.35,0
B0005,508,3.5247,-1.9739,23.65,4.1749,1.4966,1.1548,0.0539,20.16,62.08,0
B0005,509,3.58,-2.0369,26.83,4.1475,1.4316,1.1565,0.05428,21.22,62.18,0
B0005,510,3.5241,-1.9857,24.32,4.1465,1.5994,1.1481,0.05451,20.47,61.73,0
B0005,511,3.5528,-2.1776,26.46,4.15,1.5456,1.1509,0.0541,21.58,61.88,0
B0005,512,3.5313,-1.9591,25.71,4.1662,1.5053,1.1457,0.05519,18.22,61.6,0
B0005,513,3.5448,-2.1029,28.2,4.1348,1.5632,1.1412,0.0554,20.21,61.35,0
B0005,514,3.5524,-2.1353,22.47,4.1522,1.4577,1.134,0.05596,19.93,60.97,0
B0005,515,3.5519,-2.1522,26.53,4.1631,1.5272,1.1324,0.05605,20.79,60.88,0
B0005,516,3.5536,-1.8887,26.3,4.1559,1.51,1.1364,0.05702,20.5,61.1,0
B0005,517,3.5772,-2.0629,23.07,4.1511,1.5132,1.1315,0.0574,21.83,60.84,0
B0005,518,3.5537,-1.8466,25.99,4.1632,1.5636,1.1198,0.05568,19.16,60.21,0
B0005,519,3.5394,-2.0536,24.94,4.1076,1.5366,1.1224,0.05786,21.06,60.34,0
B0005,520,3.5633,-2.1707,24.04,4.1582,1.5144,1.1225,0.05606,21.57,60.35,0
B0005,521,3.5675,-2.1117,23.1,4.1381,1.4173,1.1056,0.05809,22.86,59.44,0
B0005,522,3.5188,-1.8764,23.21,4.1203,1.452,1.1144,0.05838,20.52,59.92,0
B0005,523,3.555,-2.0156,27.32,4.1554,1.4939,1.1042,0.0561,21.33,59.37,0
B0005,524,3.5568,-2.0548,24.2,4.1682,1.5047,1.1076,0.05836,19.2,59.55,0
B0005,525,3.5365,-1.984,25.33,4.1454,1.4435,1.0966,0.05805,18.61,58.96,0
B0005,526,3.5697,-1.9498,22.93,4.1617,1.6206,1.0873,0.05802,21.85,58.46,0
B0005,527,3.5389,-1.8883,22.91,4.1715,1.5758,1.0848,0.06039,21.0,58.32,0
B0005,528,3.5441,-1.8552,25.67,4.1669,1.5301,1.0906,0.05864,22.18,58.64,0
B0005,529,3.5378,-2.036,21.98,4.1717,1.5036,1.0883,0.05874,19.63,58.51,0
B0005,530,3.5413,-2.1326,23.35,4.1581,1.4894,1.0783,0.05988,21.53,57.97,0
B0005,531,3.5188,-2.0413,23.99,4.148,1.4524,1.0834,0.06074,22.88,58.24,0
B0005,532,3.5116,-1.974,24.07,4.1228,1.5039,1.067,0.06017,21.44,57.36,0
B0005,533,3.572,-2.0964,23.61,4.143,1.5129,1.0723,0.06173,21.3,57.65,0
B0005,534,3.5229,-2.0957,24.44,4.134,1.4379,1.0624,0.06135,21.04,57.12,0
B0005,535,3.5197,-1.9656,24.86,4.1791,1.5167,1.062,0.0589,19.47,57.1,0
B0005,536,3.4961,-2.0049,24.9,4.1438,1.4922,1.0623,0.06081,22.41,57.11,0
B0005,537,3.5261,-1.9967,22.3,4.1481,1.4046,1.0537,0.06103,20.45,56.65,0
B0005,538,3.5121,-2.0758,23.33,4.1545,1.457,1.0528,0.06233,21.58,56.6,0
B0005,539,3.5711,-2.023,25.53,4.1468,1.4793,1.057,0.05948,19.52,56.83,0
B0005,540,3.5582,-2.0924,25.06,4.1714,1.5944,1.0445,0.06491,19.92,56.16,0
B0005,541,3.5239,-1.911,21.64,4.1366,1.5278,1.0488,0.06314,22.55,56.39,0
B0005,542,3.5824,-1.8965,24.22,4.1487,1.4332,1.0343,0.06302,20.78,55.61,0
B0005,543,3.5567,-2.1846,20.71,4.1346,1.5243,1.04,0.06431,22.59,55.91,0
B0005,544,3.5303,-2.093,23.74,4.1258,1.4226,1.0414,0.06572,21.08,55.99,0
B0005,545,3.4865,-2.1497,26.51,4.1363,1.5541,1.016,0.06451,19.33,54.62,0
B0005,546,3.582,-2.065,22.23,4.1448,1.4764,1.0217,0.06484,22.08,54.93,0
B0005,547,3.5081,-2.0083,22.4,4.1389,1.4953,1.0258,0.06428,20.62,55.15,0
B0005,548,3.5027,-2.145,24.79,4.1348,1.5663,1.0178,0.06426,21.93,54.72,0
B0005,549,3.5558,-2.0922,21.33,4.124,1.4356,1.0174,0.06418,21.27,54.7,0
